; matrix-scan  -v 1 -matrix_format jaspar -m JASPAR2024_CORE_non-redundant_pfms_jaspar.txt -bginput -markov 1 -pseudo 1 -decimals 1 -2str -origin end -return distrib -return occ_proba -sort_distrib -uth occ_pval 1e-4 -lth occ_sig 0 -uth occ_sig_rank 1 -lth score 5 -i promotores_seq_chr20.fa -seq_format fasta -n skip -o mat_final_promotores2.tab
; Slow counting mode            
; Input files
;	input	promotores_seq_chr20.fa
; Matrix files
;	matrix 1	JASPAR2024_CORE_non-redundant_pfms_jaspar.txt
; Sequence format      	fasta
; Output files
;	output	mat_final_promotores2.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.24313
;		c	0.25321
;		g	0.25756
;		t	0.24610
; Thresholds	lower	upper
;	occ_pval	NA	0.0001
;	occ_sig	0    	NA
;	occ_sig_rank	NA	1    
;	score 	5    	NA
;
; Matrices
;	matrix	name                      	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	146	HOXB2::ELK1               	14	4	1	-54.300	16.000	70.300	a:0.243 c:0.253 g:0.258 t:0.246 
;	147	POU2F1::SOX2              	17	4	1	-60.600	18.900	79.500	a:0.243 c:0.253 g:0.258 t:0.246 
;	148	ZFP14                     	15	4	1	-50.800	14.900	65.700	a:0.243 c:0.253 g:0.258 t:0.246 
;	149	ZNF418                    	15	4	1	-54.600	17.000	71.600	a:0.243 c:0.253 g:0.258 t:0.246 
;	150	ZNF669                    	15	4	1	-40.800	15.900	56.700	a:0.243 c:0.253 g:0.258 t:0.246 
;	151	SP1                       	9	4	1	-44.500	11.200	55.700	a:0.243 c:0.253 g:0.258 t:0.246 
;	152	RFX1                      	16	4	1	-108.600	19.100	127.700	a:0.243 c:0.253 g:0.258 t:0.246 
;	153	SP2                       	9	4	1	-45.100	11.000	56.100	a:0.243 c:0.253 g:0.258 t:0.246 
;	154	BHLHA15                   	10	4	1	-60.900	12.100	73.000	a:0.243 c:0.253 g:0.258 t:0.246 
;	155	SP4                       	9	4	1	-47.900	11.000	58.900	a:0.243 c:0.253 g:0.258 t:0.246 
;	156	KLF14                     	9	4	1	-47.800	10.800	58.600	a:0.243 c:0.253 g:0.258 t:0.246 
;	157	KLF12                     	9	4	1	-46.200	11.300	57.500	a:0.243 c:0.253 g:0.258 t:0.246 
;	158	RFX3                      	16	4	1	-91.700	19.400	111.100	a:0.243 c:0.253 g:0.258 t:0.246 
;	159	BHLHE22                   	10	4	1	-65.300	11.400	76.700	a:0.243 c:0.253 g:0.258 t:0.246 
;	160	HES5                      	10	4	1	-27.300	10.500	37.800	a:0.243 c:0.253 g:0.258 t:0.246 
;	161	TFE3                      	10	4	1	-68.200	12.600	80.800	a:0.243 c:0.253 g:0.258 t:0.246 
;	162	CDX1                      	10	4	1	-64.000	11.900	75.900	a:0.243 c:0.253 g:0.258 t:0.246 
;	163	DUXA                      	13	4	1	-70.100	13.600	83.700	a:0.243 c:0.253 g:0.258 t:0.246 
;	164	KLF10                     	9	4	1	-47.800	11.300	59.100	a:0.243 c:0.253 g:0.258 t:0.246 
;	165	NR1D2                     	15	4	1	-82.000	17.600	99.600	a:0.243 c:0.253 g:0.258 t:0.246 
;	166	PITX2                     	8	4	1	-56.600	9.700	66.300	a:0.243 c:0.253 g:0.258 t:0.246 
;	167	SOX18                     	8	4	1	-46.000	8.500	54.500	a:0.243 c:0.253 g:0.258 t:0.246 
;	168	Thap11                    	14	4	1	-36.100	16.500	52.600	a:0.243 c:0.253 g:0.258 t:0.246 
;	169	ZNF75D                    	12	4	1	-42.800	14.600	57.400	a:0.243 c:0.253 g:0.258 t:0.246 
;	170	BACH1                     	9	4	1	-55.900	11.700	67.600	a:0.243 c:0.253 g:0.258 t:0.246 
;	171	mix-a                     	7	4	1	-38.800	9.400	48.200	a:0.243 c:0.253 g:0.258 t:0.246 
;	172	ARNT::HIF1A               	5	4	1	-21.700	6.600	28.300	a:0.243 c:0.253 g:0.258 t:0.246 
;	173	Pgr                       	17	4	1	-29.400	17.900	47.300	a:0.243 c:0.253 g:0.258 t:0.246 
;	174	Ddit3::Cebpa              	10	4	1	-29.200	10.800	40.000	a:0.243 c:0.253 g:0.258 t:0.246 
;	175	Foxq1                     	10	4	1	-27.900	11.600	39.500	a:0.243 c:0.253 g:0.258 t:0.246 
;	176	HOXB1                     	7	4	1	-54.300	8.400	62.700	a:0.243 c:0.253 g:0.258 t:0.246 
